Id;X;Y;Demand
204;883;640;119,4
205;288;268;153,5
206;489;533;184,9
207;720;892;117,7
208;115;418;117,8
209;22;358;55,9
210;839;126;121,5
211;516;272;109,0
212;162;208;68,7
213;361;714;87,4
214;157;512;67,4
215;826;443;93,6
216;855;12;146,0
217;798;356;174,0
218;882;889;53,5
219;554;183;163,8
220;354;851;144,5
221;776;448;101,2
222;21;719;54,2
223;812;664;64,2
224;650;254;82,9
225;196;793;53,9
226;668;231;168,1
227;412;946;108,6
228;57;773;120,1
229;911;335;177,5
230;490;922;179,8
231;371;480;143,8
232;723;473;52,4
233;223;658;43,5
234;234;50;53,5
235;408;609;85,0
236;118;434;99,8
237;393;488;88,3
238;225;141;117,6
239;444;66;157,7
240;547;252;88,8
241;132;189;130,9
242;865;488;126,4
243;106;475;174,1
244;636;540;179,4
245;104;269;46,6
246;135;647;117,9
247;222;849;158,9
248;844;424;68,0
249;428;875;47,4
250;94;941;43,8
251;325;93;118,1
252;957;47;134,2
253;172;293;167,7
254;381;958;48,7
255;148;504;109,1
256;588;69;45,9
257;863;453;42,2
258;709;51;165,8
259;129;266;136,5
260;679;164;149,4
261;977;422;48,0
262;372;843;109,4
263;912;957;59,9
264;1000;521;182,8
265;442;912;166,2
266;743;716;129,7
267;838;43;67,1
268;649;346;53,8
269;144;771;159,8
270;771;321;68,0
271;454;383;153,6
272;553;361;40,8
273;419;490;118,5
274;482;77;174,2
275;13;726;160,5
276;967;302;159,3
277;556;701;185,7
278;484;665;105,2
279;969;209;79,5
280;972;422;37,9
281;297;676;111,6
282;461;532;55,8
283;476;864;67,0
284;978;988;70,9
285;340;827;176,4
286;675;391;137,3
287;895;110;172,1
288;225;785;89,3
289;832;207;125,5
290;465;723;107,2
291;289;259;93,7
292;281;611;164,9
293;875;10;153,2
294;752;271;111,1
295;926;12;139,3
296;539;782;44,7
297;25;72;54,2
298;530;546;179,1
299;772;963;186,8
300;724;627;86,6
301;791;367;48,8
302;375;323;154,8
303;0;91;44,3
304;385;995;163,6
305;132;510;94,6
306;941;144;50,3
307;488;274;130,1
308;403;745;101,2
309;965;258;99,7
310;456;817;132,6
311;313;773;66,2
312;486;256;51,3
313;657;8;171,5
314;231;914;143,3
315;256;745;180,3
316;668;922;81,3
317;528;298;103,5
318;153;272;172,6
319;303;733;37,4
320;814;649;165,0
321;352;306;158,1
322;187;498;158,1
323;141;175;75,3
324;115;362;111,4
325;857;350;154,5
326;878;459;48,6
327;663;898;42,6
328;592;503;42,2
329;222;391;96,5
330;846;792;94,4
331;461;617;120,5
332;592;526;101,9
333;582;527;136,4
334;290;396;153,9
335;333;441;172,9
336;292;402;101,9
337;522;501;178,6
338;489;939;127,8
339;781;370;60,5
340;197;119;176,3
341;582;192;69,9
342;299;353;82,2
343;506;792;61,2
344;638;178;74,3
345;755;124;181,1
346;654;335;52,5
347;917;986;107,7
348;277;98;149,9
349;986;960;180,8
350;66;850;170,6
351;623;623;175,8
352;602;913;181,1
353;674;0;97,2
354;125;625;99,1
355;937;264;106,5
356;430;671;56,6
357;171;691;125,2
358;1;656;87,0
359;374;862;158,5
360;407;938;110,6
361;284;116;122,9
362;939;702;72,1
363;155;256;92,3
364;504;293;100,0
365;770;501;85,7
366;764;790;177,5
367;702;683;77,5
368;525;835;107,9
369;839;711;93,2
370;379;711;116,8
371;140;264;110,4
372;597;673;137,0
373;657;752;88,1
374;265;523;41,1
375;798;514;73,4
376;679;437;130,9
377;843;272;79,5
378;981;47;42,2
379;708;837;76,2
380;55;768;121,4
381;965;58;94,8
382;664;373;70,3
383;103;28;137,9
384;841;826;123,2
385;47;539;160,2
386;530;354;123,2
387;924;776;103,9
388;477;784;69,3
389;69;282;181,3
390;371;110;116,1
391;309;154;183,1
392;234;333;175,8
393;460;499;55,6
394;61;527;54,7
395;104;132;125,3
396;711;178;77,5
397;602;538;60,0
398;47;755;53,9
399;357;66;113,2
400;332;541;74,0
401;332;390;54,0
402;860;711;77,6
403;817;206;160,3
404;853;658;107,7
405;440;187;177,9
406;603;576;66,8
407;438;190;176,6
408;857;282;84,8
409;169;702;95,6
410;461;299;129,9
411;878;549;142,3
412;252;181;87,0
413;714;846;38,3
414;196;92;137,0
415;995;201;184,3
416;780;638;77,9
417;724;171;66,5
418;650;937;64,3
419;353;961;47,8
420;505;953;99,6
421;801;374;51,4
422;239;74;51,2
423;718;26;95,8
424;325;941;127,5
425;0;789;154,7
426;461;518;159,1
427;559;493;150,0
428;461;432;131,8
429;330;888;153,5
430;391;542;61,7
431;548;841;172,1
432;965;772;48,1
433;252;790;73,8
434;181;188;42,4
435;61;446;171,1
436;215;324;115,2
437;181;749;176,3
438;562;764;139,8
439;678;70;113,0
440;422;965;175,0
441;985;664;98,3
442;344;341;121,0
443;678;370;164,5
444;118;587;88,7
445;483;572;174,4
446;913;258;74,4
447;548;391;105,3
448;669;600;63,9
449;951;149;126,7
450;735;621;183,9
451;474;67;112,5
452;765;428;38,3
453;615;218;145,3
454;854;798;173,2
455;850;728;77,8
456;928;10;152,1
457;154;235;170,3
458;390;924;105,3
459;768;589;160,8
460;4;303;59,0
461;204;802;67,9
462;43;400;47,4
463;525;257;161,3
464;673;778;55,0
465;850;158;160,9
466;593;392;140,3
467;123;233;80,8
468;935;921;165,0
469;130;687;79,4
470;394;334;94,9
471;765;405;168,5
472;625;734;48,1
473;540;408;89,8
474;881;423;176,1
475;358;553;96,2
476;903;236;161,6
477;524;486;36,8
478;64;121;133,5
479;11;847;55,7
480;758;962;159,6
481;981;723;103,6
482;36;659;106,6
483;539;348;167,0
484;506;458;152,7
485;762;62;115,6
486;465;529;97,1
487;956;508;54,1
488;294;792;44,6
489;173;89;154,2
490;96;995;120,5
491;982;670;113,0
492;593;42;95,3
493;473;529;180,5
494;256;579;87,1
495;538;566;74,0
496;706;808;59,4
497;373;748;107,8
498;346;575;147,1
499;252;819;176,8
500;260;698;174,4
501;538;250;141,6
502;348;539;38,5
503;952;444;174,2
504;716;841;173,0
505;84;185;51,6
506;320;795;121,2
507;168;346;62,7
508;857;379;109,8
509;84;839;58,3
510;901;930;159,0
511;637;820;93,4
512;297;973;157,9
513;61;140;94,0
514;804;298;101,3
515;795;51;124,6
516;979;294;147,8
517;492;157;73,2
518;324;520;155,7
519;285;618;176,3
520;672;535;61,2
521;306;601;186,4
522;832;980;48,8
523;450;987;160,0
