Id;X;Y;Demand
112;545;806;157,2
113;832;12;128,2
114;628;495;136,1
115;194;884;129,3
116;395;309;129,8
117;655;39;83,1
118;558;175;107,4
119;247;947;121,2
120;36;394;52,9
121;877;451;102,6
122;599;724;164,1
123;83;489;111,2
124;754;703;57,9
125;65;35;144,8
126;889;230;129,9
127;938;307;101,2
128;662;394;31,8
129;248;220;152,3
130;642;549;44,9
131;747;86;68,7
132;201;643;41,6
133;400;574;40,3
134;653;798;41,1
135;653;904;89,1
136;643;138;163,6
137;951;307;92,2
138;793;865;163,5
139;500;726;75,5
140;585;586;144,5
141;285;769;112,9
142;511;898;125,9
143;336;912;64,4
144;454;207;122,6
145;239;951;112,5
146;335;815;56,7
147;911;708;138,7
148;2;239;93,3
149;602;984;167,0
150;372;799;159,9
151;177;756;73,1
152;816;435;141,8
153;617;639;95,2
154;806;796;138,5
155;793;584;94,7
156;803;561;34,2
157;479;831;48,8
158;397;20;93,8
159;618;113;114,5
160;702;902;155,9
161;838;111;149,8
162;989;451;69,6
163;215;154;85,4
164;581;757;33,1
165;294;174;68,7
166;997;332;67,9
167;350;909;154,8
168;335;941;158,3
169;906;354;65,0
170;920;675;126,5
171;493;469;70,6
172;187;284;85,3
173;678;127;96,6
174;831;755;60,5
175;316;319;47,2
176;188;134;55,3
177;73;608;42,9
178;884;613;33,3
179;193;831;97,7
180;717;851;143,3
181;508;52;118,8
182;809;556;137,9
183;705;769;42,1
184;983;312;138,0
185;847;359;111,1
186;415;658;160,8
187;132;789;160,8
188;520;413;54,9
189;913;564;104,6
190;90;256;114,1
191;960;936;60,8
192;693;559;90,8
193;980;347;105,4
194;300;456;83,8
195;376;144;143,1
196;192;177;164,6
197;272;525;158,9
198;88;626;109,9
199;772;743;73,1
200;540;206;127,0
201;474;559;144,0
202;575;901;103,8
203;241;949;165,8
204;583;602;149,6
205;215;48;142,3
206;460;683;60,6
207;81;368;146,7
208;998;835;84,4
209;585;234;99,0
210;522;137;31,6
211;294;501;117,9
212;788;392;55,4
213;621;498;124,4
214;116;698;102,4
215;81;236;57,3
216;788;277;78,9
217;817;861;112,8
218;678;560;166,4
219;351;354;99,3
220;156;507;66,2
221;617;486;103,6
222;218;189;56,5
223;213;23;79,6
224;884;616;44,8
225;923;177;132,0
226;829;814;144,2
227;479;307;114,0
228;285;153;68,8
229;584;878;76,4
230;176;928;34,8
231;166;656;107,3
232;507;183;167,6
233;907;171;155,7
234;7;792;60,3
235;995;412;108,6
236;22;787;167,0
237;149;784;88,1
238;649;933;134,2
239;885;309;157,0
240;131;560;129,5
241;22;81;133,5
242;502;640;138,9
243;462;970;70,8
244;465;114;127,1
245;192;569;62,0
246;547;473;87,5
247;557;408;94,7
248;480;579;148,7
249;775;395;75,1
250;845;753;56,6
251;701;529;97,9
252;962;95;45,5
253;842;847;157,5
254;31;68;120,7
255;627;629;149,2
256;524;322;39,1
257;918;853;143,8
258;823;774;137,3
259;775;894;37,8
260;109;935;48,4
261;478;480;139,4
262;511;488;54,5
263;785;899;130,3
264;487;121;62,1
265;453;440;159,5
266;470;598;123,8
267;1;111;88,1
268;756;89;32,8
269;728;583;116,8
270;647;753;103,1
271;973;391;72,1
272;842;559;83,6
273;637;397;63,8
274;72;370;164,5
275;948;485;100,3
276;999;268;103,1
277;471;517;76,0
278;350;131;107,8
279;381;534;140,7
280;310;467;120,1
281;973;212;101,7
282;164;485;68,1
283;429;565;140,6
284;186;426;145,6
285;838;897;62,7
286;779;143;79,0
287;452;1;54,8
288;866;928;69,4
289;214;623;43,9
290;532;586;126,2
291;513;152;148,9
292;915;772;137,7
293;204;585;127,1
294;343;558;65,3
295;877;720;81,3
296;730;272;67,7
297;364;617;39,3
298;210;569;162,5
299;514;296;41,6
300;33;761;32,3
301;202;695;98,4
302;706;395;146,2
303;597;866;129,4
304;376;83;46,6
305;679;434;166,0
306;483;578;131,3
307;0;299;42,8
308;639;101;66,1
309;709;590;89,3
310;774;925;66,0
311;804;864;51,7
312;528;192;107,6
313;660;561;118,8
314;888;7;110,3
315;788;712;43,7
316;79;750;77,5
317;854;884;58,2
318;710;665;85,9
319;939;390;87,0
320;156;683;120,8
321;62;737;82,1
322;207;501;38,4
323;944;334;143,8
324;952;915;149,3
325;14;440;102,4
326;923;386;158,6
327;693;370;116,4
328;485;885;34,9
329;890;951;88,4
330;478;956;155,8
331;782;216;88,7
332;104;50;70,3
333;822;370;116,2
334;73;108;49,5
335;7;981;46,8
336;987;382;131,6
337;397;439;63,7
338;986;513;58,7
339;871;661;131,5
340;636;866;166,6
341;154;39;147,6
342;70;100;126,2
343;75;647;32,1
344;383;5;45,4
345;86;692;63,1
346;263;570;50,4
347;26;218;132,9
348;892;317;133,5
349;139;60;98,8
350;76;883;48,3
351;336;44;156,1
352;648;837;163,4
353;713;447;135,5
354;98;769;76,2
355;316;688;105,4
356;470;613;132,0
357;157;295;68,1
358;499;223;81,4
359;482;100;120,7
360;3;209;51,2
361;280;692;142,7
362;525;6;89,0
363;54;122;133,8
364;220;208;144,3
365;838;860;93,4
366;0;143;162,7
367;455;989;42,1
368;923;705;108,7
369;41;665;138,8
370;829;426;72,4
371;809;821;92,9
372;238;811;108,2
373;57;114;82,8
374;490;911;146,3
375;445;135;103,1
376;126;154;99,9
377;502;856;86,3
378;543;422;79,6
379;395;335;93,3
380;873;378;102,0
381;947;675;120,7
382;127;46;79,2
383;895;216;133,2
384;590;641;143,6
385;415;0;100,5
386;456;639;44,2
387;881;466;101,6
388;721;116;47,2
389;884;403;149,1
390;323;319;92,7
391;495;158;39,5
392;534;496;121,2
393;784;89;66,0
394;600;973;40,1
395;582;263;58,3
396;630;484;78,5
397;498;412;95,5
398;737;749;135,4
399;187;137;58,8
400;433;302;90,5
401;864;360;125,8
402;262;566;104,8
403;63;28;46,7
404;698;186;44,0
405;669;65;150,4
406;280;605;39,0
407;163;577;143,1
408;7;891;136,6
409;156;301;45,4
410;977;815;51,5
411;144;312;163,8
412;272;181;142,2
413;524;978;143,3
414;112;407;54,3
415;865;155;162,9
416;232;344;54,0
417;418;650;82,0
418;529;362;153,4
419;889;916;39,9
420;952;677;117,4
421;443;10;102,1
422;644;925;110,1
423;982;797;106,9
424;328;995;89,6
425;652;395;113,7
426;954;103;129,5
427;614;890;167,2
428;583;127;54,8
429;54;278;79,5
430;534;176;37,2
431;457;678;59,1
432;769;423;140,9
433;111;776;140,1
434;537;183;114,7
435;887;534;106,3
436;263;242;111,7
437;238;143;52,2
438;693;433;164,7
439;481;223;161,6
440;276;463;85,6
441;301;278;67,4
442;813;997;122,5
443;522;400;54,2
444;342;979;47,5
445;121;219;122,6
446;282;213;113,4
447;495;110;165,0
448;824;196;159,4
449;974;643;81,6
450;567;187;90,6
451;588;289;120,2
452;415;542;34,7
453;84;369;137,3
454;711;288;108,4
455;192;263;69,2
456;634;955;121,6
457;134;858;141,0
458;836;650;89,4
459;401;251;55,2
460;330;390;129,6
461;757;708;92,5
462;640;675;138,1
463;512;860;80,9
464;179;319;70,0
465;36;160;90,2
466;902;529;117,1
467;526;587;108,0
468;186;229;154,0
469;15;596;49,4
470;979;645;33,1
471;647;323;92,5
472;182;123;105,3
473;184;38;39,3
474;302;219;38,5
475;781;849;62,2
476;330;18;127,0
477;991;649;72,9
478;887;717;146,3
479;37;331;79,8
480;616;448;55,6
481;331;231;168,0
482;822;365;109,4
483;230;835;55,5
484;359;963;79,1
485;60;730;44,6
486;776;660;67,6
487;376;810;60,6
488;703;627;83,7
489;481;728;110,3
490;495;862;68,1
491;192;598;151,6
492;121;520;142,1
493;854;951;54,1
494;305;495;75,0
495;603;933;161,3
496;916;240;109,9
497;889;765;112,0
498;608;852;70,9
499;233;438;107,1
500;715;397;166,9
501;250;676;41,9
502;385;490;107,3
503;911;127;60,1
504;977;120;56,4
505;57;831;111,2
506;695;732;60,5
507;168;907;38,5
508;487;552;149,3
509;379;518;112,6
510;175;165;167,6
511;741;69;51,8
512;859;350;59,2
513;741;665;84,5
514;542;145;167,6
515;65;804;121,1
516;34;189;142,1
517;618;340;72,9
518;87;291;56,4
519;784;685;113,9
520;785;260;148,4
521;943;254;37,2
522;183;988;57,7
523;239;180;64,8
524;206;769;70,5
525;597;257;130,1
526;780;886;87,7
527;981;148;94,4
528;227;435;95,7
529;918;839;78,4
530;905;402;166,0
531;257;337;39,5
532;100;996;167,4
533;194;631;45,4
534;164;219;109,5
535;524;887;38,5
536;909;704;90,1
537;169;906;126,7
538;241;785;59,8
539;937;826;156,3
540;62;828;117,4
541;538;74;37,5
542;399;812;82,6
543;855;575;32,0
544;802;150;115,6
545;451;192;89,9
546;979;779;149,3
547;342;445;62,6
548;692;472;98,2
549;9;452;163,5
550;897;431;54,5
551;665;139;108,3
552;128;106;152,2
553;768;689;160,2
554;150;279;101,2
555;791;248;118,4
556;836;385;43,6
557;235;877;118,3
558;315;98;98,1
559;895;755;132,3
560;363;154;158,7
561;373;633;128,2
562;42;430;158,3
563;850;534;160,6
564;592;274;157,3
565;95;712;85,6
566;565;82;47,9
567;736;849;96,6
568;227;124;131,7
569;770;512;98,4
570;191;627;101,3
571;334;855;83,8
572;307;97;92,4
573;718;570;108,0
574;808;903;38,1
575;630;96;62,0
576;694;101;63,5
577;714;65;89,8
578;380;514;127,1
579;311;9;83,3
580;581;60;118,2
581;483;315;165,6
582;452;330;60,6
583;269;422;45,8
584;986;414;157,3
585;207;280;89,3
586;645;986;112,0
587;97;50;137,5
588;258;620;90,0
589;19;60;41,2
590;159;382;110,5
591;594;3;121,6
592;575;648;150,9
593;505;396;119,3
594;271;186;115,7
595;259;278;70,4
596;440;484;37,2
597;204;169;142,8
598;839;329;109,1
599;796;265;89,5
600;184;633;151,4
601;110;901;46,7
602;794;510;146,8
603;612;243;144,4
604;471;610;62,7
605;168;254;91,9
606;651;691;40,7
607;317;884;102,7
608;788;451;51,4
609;778;532;61,9
610;999;602;73,9
611;223;747;146,5
612;951;203;126,9
613;290;179;164,4
614;5;237;79,7
615;848;785;34,5
616;606;434;123,6
617;511;279;138,0
618;919;357;48,9
619;409;840;97,0
620;726;723;152,4
621;198;57;125,3
622;563;987;140,5
623;330;143;90,2
624;112;165;80,5
625;564;379;84,7
626;841;919;88,4
627;736;821;73,4
628;895;875;165,2
629;772;252;153,0
630;233;210;82,8
631;956;386;123,9
632;29;477;44,0
633;440;322;89,6
634;300;683;46,1
635;19;243;66,4
636;804;616;84,4
637;139;376;152,3
638;177;425;157,5
639;164;188;74,6
640;330;450;146,1
641;894;845;106,6
642;81;292;129,0
643;327;908;49,8
644;52;153;112,9
645;681;294;73,0
646;806;403;69,9
647;650;476;89,2
648;238;416;33,5
649;930;935;104,3
650;220;643;112,6
651;976;863;104,1
652;487;945;45,6
653;23;117;127,8
654;777;163;59,0
655;352;425;129,9
656;224;959;97,9
657;800;833;92,3
658;1;880;38,7
659;530;411;150,9
660;205;696;163,7
661;47;211;144,6
662;1;975;32,5
663;463;461;68,1
664;12;909;73,3
665;9;25;53,3
666;960;395;44,2
667;808;103;103,7
668;555;364;140,9
669;881;187;79,5
670;640;356;86,4
671;423;259;35,5
672;574;348;133,2
673;312;251;158,4
674;881;836;69,8
675;874;740;114,9
676;135;158;73,4
677;904;910;127,5
678;102;78;56,4
679;926;747;94,8
680;133;610;92,0
681;712;498;54,8
682;801;94;111,3
683;46;372;94,6
684;792;533;77,2
685;744;492;65,8
686;49;160;59,2
687;910;98;140,6
688;161;275;145,4
689;462;5;161,2
690;2;317;111,4
691;892;299;155,2
692;623;197;152,7
693;280;296;138,3
694;390;873;166,8
695;569;740;80,7
696;382;176;166,9
697;67;260;160,6
698;22;899;69,4
699;224;74;107,7
700;976;106;41,6
701;643;937;58,1
702;286;733;81,2
703;343;347;138,5
704;768;396;89,2
705;281;2;143,3
706;646;481;102,1
707;113;496;37,1
708;449;469;54,3
709;209;276;150,7
710;146;512;60,0
711;925;847;69,3
712;541;265;43,1
713;108;218;100,5
714;909;962;40,4
715;873;616;101,7
716;891;741;129,5
717;610;429;155,9
718;632;229;127,1
719;254;413;63,9
720;174;367;116,5
721;801;148;163,9
722;94;483;141,6
723;70;736;104,2
724;396;630;151,9
725;722;757;123,6
726;652;154;139,7
727;524;473;73,2
728;390;532;54,6
729;865;278;126,2
730;739;441;58,3
731;522;405;113,3
732;315;92;112,3
733;676;875;36,0
734;367;807;77,1
735;174;702;99,3
736;161;844;78,6
737;52;348;95,4
738;628;479;149,8
739;294;425;73,3
740;245;335;126,8
741;849;644;117,9
742;188;955;145,0
743;898;25;89,9
744;712;633;87,8
745;369;346;162,6
746;795;493;161,6
747;704;846;40,3
748;33;817;45,8
749;872;179;163,4
750;774;620;116,0
751;635;620;145,9
752;512;482;51,3
753;67;510;165,2
754;527;626;44,4
755;316;970;65,2
756;777;242;138,9
757;622;844;81,6
758;35;70;54,0
759;577;911;131,2
760;285;224;50,7
761;652;328;41,6
762;358;274;76,7
763;950;346;123,2
764;824;571;111,2
765;228;251;123,3
766;133;826;43,0
767;166;573;76,7
768;5;941;132,2
769;876;539;116,1
770;74;80;77,2
771;668;777;109,7
772;773;7;102,1
773;71;263;156,5
774;476;656;130,0
775;94;533;55,8
776;895;963;146,8
777;744;131;146,4
778;710;940;105,4
779;790;311;161,7
780;470;10;41,8
781;778;994;56,2
782;726;581;70,1
783;301;968;127,2
784;425;873;157,5
785;510;342;57,5
786;551;998;65,6
787;880;251;146,6
788;13;286;130,6
789;229;807;125,5
790;791;870;90,2
791;980;301;40,4
792;319;503;80,4
793;678;661;69,9
794;131;647;37,6
795;756;147;105,4
796;752;792;54,5
797;552;315;162,5
798;833;41;68,8
799;570;210;131,6
800;550;937;69,6
801;0;825;36,3
802;237;533;33,3
803;484;801;121,4
804;281;735;85,2
805;126;383;142,2
806;261;867;147,7
807;765;621;60,2
808;340;504;86,5
809;483;824;61,6
810;904;551;127,7
811;380;261;44,6
812;450;572;144,1
813;581;121;50,1
814;737;364;128,1
815;504;708;43,7
816;162;788;77,9
817;379;894;39,9
818;415;846;128,3
819;11;831;35,6
820;357;10;39,9
821;794;896;90,7
822;168;803;41,6
823;981;897;143,0
824;740;619;165,1
825;192;525;49,9
826;307;810;75,3
827;193;59;113,1
828;348;6;123,6
829;896;319;134,8
830;718;704;69,3
831;635;865;101,3
832;44;81;101,3
833;677;455;61,2
834;365;89;146,5
835;993;748;130,5
836;21;769;113,4
837;264;253;41,2
838;794;836;70,3
839;158;537;43,0
840;299;507;118,5
841;837;673;106,4
842;625;578;153,6
843;726;948;45,2
844;225;753;156,1
845;529;813;60,1
846;57;217;121,8
847;493;88;134,3
848;977;476;126,1
849;926;415;54,2
850;370;421;80,3
851;960;959;74,4
852;56;666;114,3
853;568;361;43,6
854;418;120;166,4
855;830;947;127,0
856;799;823;92,9
857;447;171;115,8
858;136;12;44,1
859;510;332;130,2
860;864;465;92,1
861;510;511;91,1
862;37;62;166,9
863;610;786;98,4
864;739;627;76,3
865;155;680;45,3
866;710;998;167,4
867;443;869;127,0
868;243;357;141,6
869;736;125;127,4
870;323;814;144,6
871;526;532;133,8
872;20;222;39,7
873;54;930;32,5
874;124;270;141,5
875;76;619;124,5
876;43;801;155,8
877;872;318;39,9
878;938;393;153,5
879;518;361;34,3
880;114;189;150,5
881;398;156;39,7
882;666;975;32,9
883;976;884;156,3
884;362;501;109,3
885;799;452;42,9
886;791;71;128,8
887;778;700;93,6
888;745;362;127,9
889;691;851;88,9
890;870;506;160,5
891;957;214;137,4
892;547;416;155,8
893;645;140;166,5
894;41;367;123,6
895;747;223;67,6
896;884;821;114,0
897;686;750;79,5
898;520;508;83,2
899;86;411;82,3
900;196;752;146,2
901;790;247;145,6
902;100;49;128,4
903;116;857;96,9
904;754;899;66,6
905;387;843;93,9
906;653;877;47,6
907;682;525;34,2
908;156;967;143,0
909;861;886;166,2
910;628;139;31,1
911;829;776;150,4
912;829;177;86,9
913;48;367;84,2
914;553;756;60,3
915;308;857;58,5
916;525;768;75,2
917;739;419;51,9
918;534;906;166,0
919;74;407;47,3
920;829;489;32,2
921;174;812;46,1
922;756;539;167,9
923;783;958;44,6
924;651;110;90,3
925;551;459;146,8
926;980;868;51,9
927;295;427;104,7
928;729;915;72,6
929;518;915;137,9
930;46;872;46,3
931;172;627;163,7
932;130;202;58,6
933;677;872;161,0
934;374;795;79,3
935;181;760;116,6
936;751;788;99,3
937;83;664;135,0
938;459;649;146,3
939;792;917;51,3
940;813;502;73,7
941;746;768;103,8
942;377;708;57,1
943;676;582;57,5
944;367;690;73,3
945;124;298;147,3
946;280;13;34,6
947;209;128;98,5
948;794;714;108,7
949;636;512;139,9
950;901;875;152,9
951;970;319;41,8
952;301;452;89,3
953;146;305;54,4
954;45;362;64,9
955;239;811;59,8
956;423;798;53,3
957;477;717;99,6
958;102;815;159,0
959;504;648;96,1
960;524;158;114,2
961;902;424;117,0
962;538;337;158,4
963;951;766;142,5
964;296;959;72,8
965;647;246;67,6
966;395;299;109,5
967;970;492;109,0
968;260;138;124,4
969;394;642;96,0
970;795;836;100,1
971;657;44;62,1
972;263;655;132,0
973;776;212;54,0
974;436;346;58,2
975;309;29;35,2
976;982;977;127,2
977;879;198;157,2
978;99;1000;131,6
979;927;947;167,8
980;419;592;141,5
981;742;981;68,7
982;138;226;162,4
983;714;685;129,2
984;410;503;116,7
985;858;581;167,1
986;988;225;45,9
987;576;24;112,6
988;114;728;109,8
989;673;162;78,5
990;660;459;95,8
991;624;134;49,1
992;520;801;96,2
993;86;528;59,0
994;245;156;61,9
995;671;77;124,8
996;944;270;51,4
997;951;622;116,9
998;412;813;88,7
999;732;304;131,2
1000;532;201;68,3
